"date","time","wind_dir_deg","wind_spd_mph","wind_gust_mph","humidity_pct","temp_f","raw_barom_in","tot_rain_in","uv","solar_w.sqm","wind_chill_f","dew_point_f","barom_sl_in","cloud_base_ft","rain_rate_in_hr"
"3/5/23","2:00am",246,0,0,82,41.7,30.05,3.74,0,0,41.7,36.6,30.06,1270,0
"3/5/23","2:15am",246,0,0,83,41.3,30.06,3.74,0,0,41.3,36.5,30.07,1191,0
"3/5/23","2:30am",246,0,0,84,41,30.06,3.74,0,0,41,36.5,30.07,1114,0
"3/5/23","2:45am",246,0,0,84,40.8,30.05,3.74,0,0,40.8,36.3,30.07,1113,0
"3/5/23","3:00am",246,0,0,85,40.4,30.05,3.74,0,0,40.4,36.3,30.07,1036,0
"3/5/23","3:15am",246,2,3,85,40,30.05,3.74,0,0,39.8,35.9,30.06,1034,0
"3/5/23","3:30am",246,0,3,86,39.6,30.06,3.74,0,0,39.6,35.8,30.07,959,0
"3/5/23","3:45am",246,0,1,87,39.4,30.06,3.74,0,0,39.4,35.9,30.07,885,0
"3/5/23","4:00am",246,0,1,88,39.7,30.07,3.74,0,0,39.7,36.4,30.08,814,0
"3/5/23","4:15am",246,0,0,88,39.6,30.08,3.74,0,0,39.6,36.3,30.09,814,0
"3/5/23","4:30am",246,3,3,89,39.4,30.08,3.74,0,0,37.7,36.4,30.09,741,0
"3/5/23","4:45am",246,0,3,89,39,30.08,3.74,0,0,39,36,30.09,740,0
"3/5/23","5:00am",246,0,3,89,38.6,30.08,3.74,0,0,38.6,35.6,30.09,739,0
"3/5/23","5:15am",246,0,0,89,38.3,30.09,3.74,0,0,38.3,35.3,30.1,738,0
"3/5/23","5:30am",246,0,0,90,38.5,30.1,3.74,0,0,38.5,35.8,30.11,668,0
"3/5/23","5:45am",246,0,0,90,38.4,30.11,3.74,0,0,38.4,35.7,30.12,668,0
"3/5/23","6:00am",246,0,0,90,38,30.1,3.74,0,0,38,35.3,30.11,667,0
"3/5/23","6:15am",246,0,0,90,37.8,30.1,3.74,0,0,37.8,35.1,30.11,666,0
"3/5/23","6:30am",246,0,0,91,37.8,30.11,3.74,0,0,37.8,35.4,30.12,597,0
"3/5/23","6:45am",246,1,3,91,37.7,30.12,3.74,0,16,37.7,35.3,30.13,596,0
"3/5/23","7:00am",246,0,3,91,37.9,30.12,3.74,0,44,37.9,35.5,30.13,597,0
"3/5/23","7:15am",246,1,3,92,38.1,30.13,3.74,0,91,38.1,36,30.14,528,0
"3/5/23","7:30am",246,1,3,92,38.6,30.14,3.74,0,141,38.6,36.5,30.15,530,0
"3/5/23","7:45am",246,0,2,92,39.8,30.15,3.74,0,195,39.8,37.7,30.16,532,0
"3/5/23","8:00am",257,0,3,90,41.4,30.15,3.74,0,248,41.4,38.7,30.16,677,0
"3/5/23","8:15am",257,1,3,82,42.8,30.15,3.74,0.5,301,42.8,37.7,30.16,1276,0
"3/5/23","8:30am",257,2,3,83,43.2,30.15,3.74,0.7,352,43.2,38.4,30.16,1201,0
"3/5/23","8:45am",257,2,4,82,44.2,30.15,3.74,0.9,396,44.2,39.1,30.16,1284,0
"3/5/23","9:00am",257,2,7,73,47.2,30.15,3.74,1.1,445,47.2,39,30.16,2050,0
"3/5/23","9:15am",257,1,5,72,48.6,30.15,3.74,1.3,485,48.6,40,30.16,2151,0
"3/5/23","9:30am",257,1,5,69,49.2,30.15,3.74,1.6,526,49.2,39.5,30.16,2430,0
"3/5/23","9:45am",253,3,7,65,50.5,30.15,3.74,1.8,557,50.2,39.2,30.16,2828,0
"3/5/23","10:00am",253,1,7,64,51.4,30.15,3.74,2.1,598,51.4,39.6,30.16,2939,0
"3/5/23","10:15am",161,4,10,62,52.6,30.15,3.74,2.3,628,51.9,40,30.16,3158,0
"3/5/23","10:30am",158,6,11,59,53.3,30.15,3.74,2.6,654,51.6,39.4,30.16,3487,0
"3/5/23","10:45am",157,6,10,55,55,30.14,3.74,2.8,679,53.6,39.1,30.15,3963,0
"3/5/23","11:00am",192,6,10,54,55.5,30.13,3.74,3,696,54.2,39.1,30.15,4089,0
"3/5/23","11:15am",165,5,12,55,55.4,30.13,3.74,3.2,715,54.6,39.5,30.14,3970,0
"3/5/23","11:30am",165,2,12,54,57.5,30.13,3.74,3.4,726,57.5,41,30.14,4125,0
"3/5/23","11:45am",166,4,10,52,57.8,30.12,3.74,3.5,735,57.8,40.3,30.13,4373,0
"3/5/23","12:00pm",165,2,11,48,58.1,30.11,3.74,3.6,740,58.1,38.5,30.12,4892,0
"3/5/23","12:15pm",190,6,12,46,58.5,30.11,3.74,3.6,740,57.8,37.8,30.12,5172,0
"3/5/23","12:30pm",173,5,12,47,58.8,30.11,3.74,3.6,735,58.6,38.6,30.12,5041,0
"3/5/23","12:45pm",215,5,16,47,59.5,30.1,3.74,3.5,737,59.4,39.3,30.11,5056,0
"3/5/23","1:00pm",224,6,19,46,59.8,30.1,3.74,3.4,737,59.3,39,30.11,5200,0
"3/5/23","1:15pm",221,7,18,45,60.2,30.09,3.74,3.3,719,59.5,38.8,30.1,5350,0
"3/5/23","1:30pm",221,10,20,45,60.5,30.09,3.74,3.1,698,59.1,39.1,30.1,5357,0
"3/5/23","1:45pm",238,10,14,43,60.9,30.09,3.74,2.9,670,59.5,38.3,30.1,5656,0
"3/5/23","2:00pm",217,8,17,42,61.5,30.08,3.74,2.7,642,60.8,38.2,30.09,5821,0
"3/5/23","2:15pm",214,8,12,42,62.4,30.08,3.74,2.5,612,61.9,39,30.09,5843,0
"3/5/23","2:30pm",252,4,13,43,61.6,30.08,3.74,2.2,580,61.6,38.9,30.09,5673,0
"3/5/23","2:45pm",226,2,12,43,62.5,30.08,3.74,2,543,62.5,39.7,30.09,5695,0
"3/5/23","3:00pm",238,4,12,42,62.7,30.08,3.74,1.8,508,62.7,39.3,30.09,5850,0
"3/5/23","3:15pm",241,9,16,41,62.4,30.07,3.74,1.5,464,61.6,38.4,30.08,5997,0
"3/5/23","3:30pm",241,3,16,43,62.9,30.08,3.74,1.3,425,62.9,40.1,30.09,5704,0
"3/5/23","3:45pm",238,5,10,39,63,30.08,3.74,1,378,63,37.7,30.09,6331,0
"3/5/23","4:00pm",238,1,10,39,63.3,30.08,3.74,0.8,339,63.3,37.9,30.09,6339,0
"3/5/23","4:15pm",238,4,6,40,62.5,30.08,3.74,0.6,267,62.5,37.9,30.09,6157,0
"3/5/23","4:30pm",215,3,10,39,63,30.08,3.74,0,230,63,37.7,30.09,6331,0
"3/5/23","4:45pm",215,2,6,42,62.4,30.08,3.74,0,148,62.4,39,30.09,5843,0
"3/5/23","5:00pm",215,3,8,44,61.6,30.08,3.74,0,58,61.6,39.5,30.09,5526,0
"3/5/23","5:15pm",215,4,6,45,60.8,30.08,3.74,0,70,60.8,39.3,30.09,5363,0
"3/5/23","5:30pm",215,3,7,53,58.5,30.09,3.74,0,28,58.5,41.4,30.1,4263,0
"3/5/23","5:45pm",215,4,7,60,55.5,30.09,3.74,0,16,55.2,41.9,30.1,3411,0
"3/5/23","6:00pm",333,6,10,66,53.6,30.1,3.74,0,0,52,42.5,30.11,2767,0
"3/5/23","6:15pm",333,5,6,63,53.8,30.1,3.74,0,0,52.7,41.5,30.11,3071,0
"3/5/23","6:30pm",333,2,6,60,54.4,30.1,3.74,0,0,54.4,40.8,30.11,3395,0
"3/5/23","12:00am",246,2,8,65,46.3,30.01,3.74,0,0,46.3,35.2,30.02,2776,0
"3/5/23","12:15am",246,1,4,66,46,30.02,3.74,0,0,46,35.3,30.03,2677,0
"3/5/23","12:30am",246,0,4,66,45.5,30.02,3.74,0,0,45.5,34.8,30.03,2671,0
"3/5/23","12:45am",246,0,0,68,45.1,30.03,3.74,0,0,45.1,35.2,30.04,2479,0
"3/5/23","1:00am",246,0,3,71,44.4,30.04,3.74,0,0,44.4,35.6,30.05,2200,0
"3/5/23","1:15am",246,1,2,74,43.7,30.04,3.74,0,0,43.7,36,30.05,1933,0
"3/5/23","1:30am",246,0,2,77,43.1,30.04,3.74,0,0,43.1,36.4,30.06,1677,0
"3/5/23","1:45am",246,0,0,79,42.2,30.04,3.74,0,0,42.2,36.2,30.06,1509,0
"3/5/23","2:00am",246,0,0,82,41.7,30.05,3.74,0,0,41.7,36.6,30.06,1270,0
"3/5/23","2:15am",246,0,0,83,41.3,30.06,3.74,0,0,41.3,36.5,30.07,1191,0
"3/5/23","2:30am",246,0,0,84,41,30.06,3.74,0,0,41,36.5,30.07,1114,0
"3/5/23","2:45am",246,0,0,84,40.8,30.05,3.74,0,0,40.8,36.3,30.07,1113,0
"3/5/23","3:00am",246,0,0,85,40.4,30.05,3.74,0,0,40.4,36.3,30.07,1036,0
"3/5/23","3:15am",246,2,3,85,40,30.05,3.74,0,0,39.8,35.9,30.06,1034,0
"3/5/23","3:30am",246,0,3,86,39.6,30.06,3.74,0,0,39.6,35.8,30.07,959,0
"3/5/23","3:45am",246,0,1,87,39.4,30.06,3.74,0,0,39.4,35.9,30.07,885,0
"3/5/23","4:00am",246,0,1,88,39.7,30.07,3.74,0,0,39.7,36.4,30.08,814,0
"3/5/23","4:15am",246,0,0,88,39.6,30.08,3.74,0,0,39.6,36.3,30.09,814,0
"3/5/23","4:30am",246,3,3,89,39.4,30.08,3.74,0,0,37.7,36.4,30.09,741,0
"3/5/23","4:45am",246,0,3,89,39,30.08,3.74,0,0,39,36,30.09,740,0
"3/5/23","5:00am",246,0,3,89,38.6,30.08,3.74,0,0,38.6,35.6,30.09,739,0
"3/5/23","5:15am",246,0,0,89,38.3,30.09,3.74,0,0,38.3,35.3,30.1,738,0
"3/5/23","5:30am",246,0,0,90,38.5,30.1,3.74,0,0,38.5,35.8,30.11,668,0
"3/5/23","5:45am",246,0,0,90,38.4,30.11,3.74,0,0,38.4,35.7,30.12,668,0
"3/5/23","6:00am",246,0,0,90,38,30.1,3.74,0,0,38,35.3,30.11,667,0
"3/5/23","6:15am",246,0,0,90,37.8,30.1,3.74,0,0,37.8,35.1,30.11,666,0
"3/5/23","6:30am",246,0,0,91,37.8,30.11,3.74,0,0,37.8,35.4,30.12,597,0
"3/5/23","6:45am",246,1,3,91,37.7,30.12,3.74,0,16,37.7,35.3,30.13,596,0
"3/5/23","7:00am",246,0,3,91,37.9,30.12,3.74,0,44,37.9,35.5,30.13,597,0
"3/5/23","7:15am",246,1,3,92,38.1,30.13,3.74,0,91,38.1,36,30.14,528,0
"3/5/23","7:30am",246,1,3,92,38.6,30.14,3.74,0,141,38.6,36.5,30.15,530,0
"3/5/23","7:45am",246,0,2,92,39.8,30.15,3.74,0,195,39.8,37.7,30.16,532,0
"3/5/23","8:00am",257,0,3,90,41.4,30.15,3.74,0,248,41.4,38.7,30.16,677,0
"3/5/23","8:15am",257,1,3,82,42.8,30.15,3.74,0.5,301,42.8,37.7,30.16,1276,0
"3/5/23","8:30am",257,2,3,83,43.2,30.15,3.74,0.7,352,43.2,38.4,30.16,1201,0
"3/5/23","8:45am",257,2,4,82,44.2,30.15,3.74,0.9,396,44.2,39.1,30.16,1284,0
"3/5/23","9:00am",257,2,7,73,47.2,30.15,3.74,1.1,445,47.2,39,30.16,2050,0
"3/5/23","9:15am",257,1,5,72,48.6,30.15,3.74,1.3,485,48.6,40,30.16,2151,0
"3/5/23","9:30am",257,1,5,69,49.2,30.15,3.74,1.6,526,49.2,39.5,30.16,2430,0
"3/5/23","9:45am",253,3,7,65,50.5,30.15,3.74,1.8,557,50.2,39.2,30.16,2828,0
"3/5/23","10:00am",253,1,7,64,51.4,30.15,3.74,2.1,598,51.4,39.6,30.16,2939,0
"3/5/23","10:15am",161,4,10,62,52.6,30.15,3.74,2.3,628,51.9,40,30.16,3158,0
"3/5/23","10:30am",158,6,11,59,53.3,30.15,3.74,2.6,654,51.6,39.4,30.16,3487,0
"3/5/23","10:45am",157,6,10,55,55,30.14,3.74,2.8,679,53.6,39.1,30.15,3963,0
"3/5/23","11:00am",192,6,10,54,55.5,30.13,3.74,3,696,54.2,39.1,30.15,4089,0
"3/5/23","11:15am",165,5,12,55,55.4,30.13,3.74,3.2,715,54.6,39.5,30.14,3970,0
"3/5/23","11:30am",165,2,12,54,57.5,30.13,3.74,3.4,726,57.5,41,30.14,4125,0
"3/5/23","11:45am",166,4,10,52,57.8,30.12,3.74,3.5,735,57.8,40.3,30.13,4373,0
"3/5/23","12:00pm",165,2,11,48,58.1,30.11,3.74,3.6,740,58.1,38.5,30.12,4892,0
"3/5/23","12:15pm",190,6,12,46,58.5,30.11,3.74,3.6,740,57.8,37.8,30.12,5172,0
"3/5/23","12:30pm",173,5,12,47,58.8,30.11,3.74,3.6,735,58.6,38.6,30.12,5041,0
"3/5/23","12:45pm",215,5,16,47,59.5,30.1,3.74,3.5,737,59.4,39.3,30.11,5056,0
"3/5/23","1:00pm",224,6,19,46,59.8,30.1,3.74,3.4,737,59.3,39,30.11,5200,0
"3/5/23","1:15pm",221,7,18,45,60.2,30.09,3.74,3.3,719,59.5,38.8,30.1,5350,0
"3/5/23","1:30pm",221,10,20,45,60.5,30.09,3.74,3.1,698,59.1,39.1,30.1,5357,0
"3/5/23","1:45pm",238,10,14,43,60.9,30.09,3.74,2.9,670,59.5,38.3,30.1,5656,0
"3/5/23","2:00pm",217,8,17,42,61.5,30.08,3.74,2.7,642,60.8,38.2,30.09,5821,0
"3/5/23","2:15pm",214,8,12,42,62.4,30.08,3.74,2.5,612,61.9,39,30.09,5843,0
"3/5/23","2:30pm",252,4,13,43,61.6,30.08,3.74,2.2,580,61.6,38.9,30.09,5673,0
"3/5/23","2:45pm",226,2,12,43,62.5,30.08,3.74,2,543,62.5,39.7,30.09,5695,0
"3/5/23","3:00pm",238,4,12,42,62.7,30.08,3.74,1.8,508,62.7,39.3,30.09,5850,0
"3/5/23","3:15pm",241,9,16,41,62.4,30.07,3.74,1.5,464,61.6,38.4,30.08,5997,0
"3/5/23","3:30pm",241,3,16,43,62.9,30.08,3.74,1.3,425,62.9,40.1,30.09,5704,0
"3/5/23","3:45pm",238,5,10,39,63,30.08,3.74,1,378,63,37.7,30.09,6331,0
"3/5/23","4:00pm",238,1,10,39,63.3,30.08,3.74,0.8,339,63.3,37.9,30.09,6339,0
"3/5/23","4:15pm",238,4,6,40,62.5,30.08,3.74,0.6,267,62.5,37.9,30.09,6157,0
"3/5/23","4:30pm",215,3,10,39,63,30.08,3.74,0,230,63,37.7,30.09,6331,0
"3/5/23","4:45pm",215,2,6,42,62.4,30.08,3.74,0,148,62.4,39,30.09,5843,0
"3/5/23","5:00pm",215,3,8,44,61.6,30.08,3.74,0,58,61.6,39.5,30.09,5526,0
"3/5/23","5:15pm",215,4,6,45,60.8,30.08,3.74,0,70,60.8,39.3,30.09,5363,0
"3/5/23","5:30pm",215,3,7,53,58.5,30.09,3.74,0,28,58.5,41.4,30.1,4263,0
"3/5/23","5:45pm",215,4,7,60,55.5,30.09,3.74,0,16,55.2,41.9,30.1,3411,0
"3/5/23","6:00pm",333,6,10,66,53.6,30.1,3.74,0,0,52,42.5,30.11,2767,0
"3/5/23","6:15pm",333,5,6,63,53.8,30.1,3.74,0,0,52.7,41.5,30.11,3071,0
"3/5/23","6:30pm",333,2,6,60,54.4,30.1,3.74,0,0,54.4,40.8,30.11,3395,0
"3/5/23","6:45pm",333,2,4,64,53.9,30.1,3.74,0,0,53.9,42,30.11,2971,0
"3/5/23","12:00am",246,2,8,65,46.3,30.01,3.74,0,0,46.3,35.2,30.02,2776,0
"3/5/23","12:15am",246,1,4,66,46,30.02,3.74,0,0,46,35.3,30.03,2677,0
"3/5/23","12:30am",246,0,4,66,45.5,30.02,3.74,0,0,45.5,34.8,30.03,2671,0
"3/5/23","12:45am",246,0,0,68,45.1,30.03,3.74,0,0,45.1,35.2,30.04,2479,0
"3/5/23","1:00am",246,0,3,71,44.4,30.04,3.74,0,0,44.4,35.6,30.05,2200,0
"3/5/23","1:15am",246,1,2,74,43.7,30.04,3.74,0,0,43.7,36,30.05,1933,0
"3/5/23","1:30am",246,0,2,77,43.1,30.04,3.74,0,0,43.1,36.4,30.06,1677,0
"3/5/23","1:45am",246,0,0,79,42.2,30.04,3.74,0,0,42.2,36.2,30.06,1509,0
"3/5/23","2:00am",246,0,0,82,41.7,30.05,3.74,0,0,41.7,36.6,30.06,1270,0
"3/5/23","2:15am",246,0,0,83,41.3,30.06,3.74,0,0,41.3,36.5,30.07,1191,0
"3/5/23","2:30am",246,0,0,84,41,30.06,3.74,0,0,41,36.5,30.07,1114,0
"3/5/23","2:45am",246,0,0,84,40.8,30.05,3.74,0,0,40.8,36.3,30.07,1113,0
"3/5/23","3:00am",246,0,0,85,40.4,30.05,3.74,0,0,40.4,36.3,30.07,1036,0
"3/5/23","3:15am",246,2,3,85,40,30.05,3.74,0,0,39.8,35.9,30.06,1034,0
"3/5/23","3:30am",246,0,3,86,39.6,30.06,3.74,0,0,39.6,35.8,30.07,959,0
"3/5/23","3:45am",246,0,1,87,39.4,30.06,3.74,0,0,39.4,35.9,30.07,885,0
"3/5/23","4:00am",246,0,1,88,39.7,30.07,3.74,0,0,39.7,36.4,30.08,814,0
"3/5/23","4:15am",246,0,0,88,39.6,30.08,3.74,0,0,39.6,36.3,30.09,814,0
"3/5/23","4:30am",246,3,3,89,39.4,30.08,3.74,0,0,37.7,36.4,30.09,741,0
"3/5/23","4:45am",246,0,3,89,39,30.08,3.74,0,0,39,36,30.09,740,0
"3/5/23","5:00am",246,0,3,89,38.6,30.08,3.74,0,0,38.6,35.6,30.09,739,0
"3/5/23","5:15am",246,0,0,89,38.3,30.09,3.74,0,0,38.3,35.3,30.1,738,0
"3/5/23","5:30am",246,0,0,90,38.5,30.1,3.74,0,0,38.5,35.8,30.11,668,0
"3/5/23","5:45am",246,0,0,90,38.4,30.11,3.74,0,0,38.4,35.7,30.12,668,0
"3/5/23","6:00am",246,0,0,90,38,30.1,3.74,0,0,38,35.3,30.11,667,0
"3/5/23","6:15am",246,0,0,90,37.8,30.1,3.74,0,0,37.8,35.1,30.11,666,0
"3/5/23","6:30am",246,0,0,91,37.8,30.11,3.74,0,0,37.8,35.4,30.12,597,0
"3/5/23","6:45am",246,1,3,91,37.7,30.12,3.74,0,16,37.7,35.3,30.13,596,0
"3/5/23","7:00am",246,0,3,91,37.9,30.12,3.74,0,44,37.9,35.5,30.13,597,0
"3/5/23","7:15am",246,1,3,92,38.1,30.13,3.74,0,91,38.1,36,30.14,528,0
"3/5/23","7:30am",246,1,3,92,38.6,30.14,3.74,0,141,38.6,36.5,30.15,530,0
"3/5/23","7:45am",246,0,2,92,39.8,30.15,3.74,0,195,39.8,37.7,30.16,532,0
"3/5/23","8:00am",257,0,3,90,41.4,30.15,3.74,0,248,41.4,38.7,30.16,677,0
"3/5/23","8:15am",257,1,3,82,42.8,30.15,3.74,0.5,301,42.8,37.7,30.16,1276,0
"3/5/23","8:30am",257,2,3,83,43.2,30.15,3.74,0.7,352,43.2,38.4,30.16,1201,0
"3/5/23","8:45am",257,2,4,82,44.2,30.15,3.74,0.9,396,44.2,39.1,30.16,1284,0
"3/5/23","9:00am",257,2,7,73,47.2,30.15,3.74,1.1,445,47.2,39,30.16,2050,0
"3/5/23","9:15am",257,1,5,72,48.6,30.15,3.74,1.3,485,48.6,40,30.16,2151,0
"3/5/23","9:30am",257,1,5,69,49.2,30.15,3.74,1.6,526,49.2,39.5,30.16,2430,0
"3/5/23","9:45am",253,3,7,65,50.5,30.15,3.74,1.8,557,50.2,39.2,30.16,2828,0
"3/5/23","10:00am",253,1,7,64,51.4,30.15,3.74,2.1,598,51.4,39.6,30.16,2939,0
"3/5/23","10:15am",161,4,10,62,52.6,30.15,3.74,2.3,628,51.9,40,30.16,3158,0
"3/5/23","10:30am",158,6,11,59,53.3,30.15,3.74,2.6,654,51.6,39.4,30.16,3487,0
"3/5/23","10:45am",157,6,10,55,55,30.14,3.74,2.8,679,53.6,39.1,30.15,3963,0
"3/5/23","11:00am",192,6,10,54,55.5,30.13,3.74,3,696,54.2,39.1,30.15,4089,0
"3/5/23","11:15am",165,5,12,55,55.4,30.13,3.74,3.2,715,54.6,39.5,30.14,3970,0
"3/5/23","11:30am",165,2,12,54,57.5,30.13,3.74,3.4,726,57.5,41,30.14,4125,0
"3/5/23","11:45am",166,4,10,52,57.8,30.12,3.74,3.5,735,57.8,40.3,30.13,4373,0
"3/5/23","12:00pm",165,2,11,48,58.1,30.11,3.74,3.6,740,58.1,38.5,30.12,4892,0
"3/5/23","12:15pm",190,6,12,46,58.5,30.11,3.74,3.6,740,57.8,37.8,30.12,5172,0
"3/5/23","12:30pm",173,5,12,47,58.8,30.11,3.74,3.6,735,58.6,38.6,30.12,5041,0
"3/5/23","12:45pm",215,5,16,47,59.5,30.1,3.74,3.5,737,59.4,39.3,30.11,5056,0
"3/5/23","1:00pm",224,6,19,46,59.8,30.1,3.74,3.4,737,59.3,39,30.11,5200,0
"3/5/23","1:15pm",221,7,18,45,60.2,30.09,3.74,3.3,719,59.5,38.8,30.1,5350,0
"3/5/23","1:30pm",221,10,20,45,60.5,30.09,3.74,3.1,698,59.1,39.1,30.1,5357,0
"3/5/23","1:45pm",238,10,14,43,60.9,30.09,3.74,2.9,670,59.5,38.3,30.1,5656,0
"3/5/23","2:00pm",217,8,17,42,61.5,30.08,3.74,2.7,642,60.8,38.2,30.09,5821,0
"3/5/23","2:15pm",214,8,12,42,62.4,30.08,3.74,2.5,612,61.9,39,30.09,5843,0
"3/5/23","2:30pm",252,4,13,43,61.6,30.08,3.74,2.2,580,61.6,38.9,30.09,5673,0
"3/5/23","2:45pm",226,2,12,43,62.5,30.08,3.74,2,543,62.5,39.7,30.09,5695,0
"3/5/23","3:00pm",238,4,12,42,62.7,30.08,3.74,1.8,508,62.7,39.3,30.09,5850,0
"3/5/23","3:15pm",241,9,16,41,62.4,30.07,3.74,1.5,464,61.6,38.4,30.08,5997,0
"3/5/23","3:30pm",241,3,16,43,62.9,30.08,3.74,1.3,425,62.9,40.1,30.09,5704,0
"3/5/23","3:45pm",238,5,10,39,63,30.08,3.74,1,378,63,37.7,30.09,6331,0
"3/5/23","4:00pm",238,1,10,39,63.3,30.08,3.74,0.8,339,63.3,37.9,30.09,6339,0
"3/5/23","4:15pm",238,4,6,40,62.5,30.08,3.74,0.6,267,62.5,37.9,30.09,6157,0
"3/5/23","4:30pm",215,3,10,39,63,30.08,3.74,0,230,63,37.7,30.09,6331,0
"3/5/23","4:45pm",215,2,6,42,62.4,30.08,3.74,0,148,62.4,39,30.09,5843,0
"3/5/23","5:00pm",215,3,8,44,61.6,30.08,3.74,0,58,61.6,39.5,30.09,5526,0
"3/5/23","5:15pm",215,4,6,45,60.8,30.08,3.74,0,70,60.8,39.3,30.09,5363,0
"3/5/23","5:30pm",215,3,7,53,58.5,30.09,3.74,0,28,58.5,41.4,30.1,4263,0
"3/5/23","5:45pm",215,4,7,60,55.5,30.09,3.74,0,16,55.2,41.9,30.1,3411,0
"3/5/23","6:00pm",333,6,10,66,53.6,30.1,3.74,0,0,52,42.5,30.11,2767,0
"3/5/23","6:15pm",333,5,6,63,53.8,30.1,3.74,0,0,52.7,41.5,30.11,3071,0
"3/5/23","6:30pm",333,2,6,60,54.4,30.1,3.74,0,0,54.4,40.8,30.11,3395,0
"3/5/23","6:45pm",333,2,4,64,53.9,30.1,3.74,0,0,53.9,42,30.11,2971,0
"3/5/23","7:00pm",333,2,4,64,53.4,30.1,3.74,0,0,53.4,41.5,30.11,2964,0
"3/5/23","7:15pm",333,1,8,66,53.5,30.11,3.74,0,0,53.5,42.4,30.12,2766,0
"3/5/23","7:30pm",333,1,8,65,53,30.12,3.74,0,0,53,41.6,30.13,2859,0
"3/5/23","7:45pm",333,1,3,66,52.3,30.12,3.74,0,0,52.3,41.3,30.13,2752,0
"3/5/23","8:00pm",333,0,3,68,51.7,30.13,3.74,0,0,51.7,41.5,30.14,2552,0
"3/5/23","8:15pm",333,0,2,71,51.1,30.14,3.74,0,0,51.1,42,30.15,2266,0
"3/5/23","8:30pm",333,2,4,75,50.3,30.13,3.74,0,0,50.3,42.7,30.15,1903,0
"3/5/23","8:45pm",333,0,4,77,49.3,30.14,3.74,0,0,49.3,42.4,30.15,1724,0
"3/5/23","12:00am",246,2,8,65,46.3,30.01,3.74,0,0,46.3,35.2,30.02,2776,0
"3/5/23","12:15am",246,1,4,66,46,30.02,3.74,0,0,46,35.3,30.03,2677,0
"3/5/23","12:30am",246,0,4,66,45.5,30.02,3.74,0,0,45.5,34.8,30.03,2671,0
"3/5/23","12:45am",246,0,0,68,45.1,30.03,3.74,0,0,45.1,35.2,30.04,2479,0
"3/5/23","1:00am",246,0,3,71,44.4,30.04,3.74,0,0,44.4,35.6,30.05,2200,0
"3/5/23","1:15am",246,1,2,74,43.7,30.04,3.74,0,0,43.7,36,30.05,1933,0
"3/5/23","1:30am",246,0,2,77,43.1,30.04,3.74,0,0,43.1,36.4,30.06,1677,0
"3/5/23","1:45am",246,0,0,79,42.2,30.04,3.74,0,0,42.2,36.2,30.06,1509,0
"3/5/23","2:00am",246,0,0,82,41.7,30.05,3.74,0,0,41.7,36.6,30.06,1270,0
"3/5/23","2:15am",246,0,0,83,41.3,30.06,3.74,0,0,41.3,36.5,30.07,1191,0
"3/5/23","2:30am",246,0,0,84,41,30.06,3.74,0,0,41,36.5,30.07,1114,0
"3/5/23","2:45am",246,0,0,84,40.8,30.05,3.74,0,0,40.8,36.3,30.07,1113,0
"3/5/23","3:00am",246,0,0,85,40.4,30.05,3.74,0,0,40.4,36.3,30.07,1036,0
"3/5/23","3:15am",246,2,3,85,40,30.05,3.74,0,0,39.8,35.9,30.06,1034,0
"3/5/23","3:30am",246,0,3,86,39.6,30.06,3.74,0,0,39.6,35.8,30.07,959,0
"3/5/23","3:45am",246,0,1,87,39.4,30.06,3.74,0,0,39.4,35.9,30.07,885,0
"3/5/23","4:00am",246,0,1,88,39.7,30.07,3.74,0,0,39.7,36.4,30.08,814,0
"3/5/23","4:15am",246,0,0,88,39.6,30.08,3.74,0,0,39.6,36.3,30.09,814,0
"3/5/23","4:30am",246,3,3,89,39.4,30.08,3.74,0,0,37.7,36.4,30.09,741,0
"3/5/23","4:45am",246,0,3,89,39,30.08,3.74,0,0,39,36,30.09,740,0
"3/5/23","5:00am",246,0,3,89,38.6,30.08,3.74,0,0,38.6,35.6,30.09,739,0
"3/5/23","5:15am",246,0,0,89,38.3,30.09,3.74,0,0,38.3,35.3,30.1,738,0
"3/5/23","5:30am",246,0,0,90,38.5,30.1,3.74,0,0,38.5,35.8,30.11,668,0
"3/5/23","5:45am",246,0,0,90,38.4,30.11,3.74,0,0,38.4,35.7,30.12,668,0
"3/5/23","6:00am",246,0,0,90,38,30.1,3.74,0,0,38,35.3,30.11,667,0
"3/5/23","6:15am",246,0,0,90,37.8,30.1,3.74,0,0,37.8,35.1,30.11,666,0
"3/5/23","6:30am",246,0,0,91,37.8,30.11,3.74,0,0,37.8,35.4,30.12,597,0
"3/5/23","6:45am",246,1,3,91,37.7,30.12,3.74,0,16,37.7,35.3,30.13,596,0
"3/5/23","7:00am",246,0,3,91,37.9,30.12,3.74,0,44,37.9,35.5,30.13,597,0
"3/5/23","7:15am",246,1,3,92,38.1,30.13,3.74,0,91,38.1,36,30.14,528,0
"3/5/23","7:30am",246,1,3,92,38.6,30.14,3.74,0,141,38.6,36.5,30.15,530,0
"3/5/23","7:45am",246,0,2,92,39.8,30.15,3.74,0,195,39.8,37.7,30.16,532,0
"3/5/23","8:00am",257,0,3,90,41.4,30.15,3.74,0,248,41.4,38.7,30.16,677,0
"3/5/23","8:15am",257,1,3,82,42.8,30.15,3.74,0.5,301,42.8,37.7,30.16,1276,0
